order_code,bom_code,bom_line_code,material_item_code,unit_code,base_quantity_snapshot,scrap_percent_snapshot,required_quantity
production_order_2026_00005,bom_fg_0005,bom_fg_0005_line_04,rm_0072,litre,1000,2.0,439.22424
production_order_2026_00005,bom_fg_0005,bom_fg_0005_line_05,rm_0089,kg,1000,0.0,504.504
production_order_2026_00006,bom_fg_0006,bom_fg_0006_line_01,rm_0026,kg,1000,0.5,256.350375
production_order_2026_00006,bom_fg_0006,bom_fg_0006_line_02,rm_0043,kg,1000,1.0,336.2694
production_order_2026_00006,bom_fg_0006,bom_fg_0006_line_03,rm_0060,piece,1000,1.5,416.967075
production_order_2026_00006,bom_fg_0006,bom_fg_0006_line_04,rm_0077,litre,1000,2.0,498.4434
production_order_2026_00006,bom_fg_0006,bom_fg_0006_line_05,rm_0094,kg,1000,0.0,566.535
production_order_2026_00007,bom_fg_0007,bom_fg_0007_line_01,rm_0031,kg,1000,0.5,306.29988
production_order_2026_00007,bom_fg_0007,bom_fg_0007_line_02,rm_0048,kg,1000,1.0,390.48014
production_order_2026_00007,bom_fg_0007,bom_fg_0007_line_03,rm_0065,litre,1000,1.5,475.47878
production_order_2026_00007,bom_fg_0007,bom_fg_0007_line_04,rm_0082,kg,1000,2.0,561.2958
production_order_2026_00007,bom_fg_0007,bom_fg_0007_line_05,rm_0099,litre,1000,0.0,632.128
production_order_2026_00008,bom_fg_0008,bom_fg_0008_line_01,rm_0036,litre,1000,0.5,359.829195
production_order_2026_00008,bom_fg_0008,bom_fg_0008_line_02,rm_0053,piece,1000,1.0,448.2885
production_order_2026_00008,bom_fg_0008,bom_fg_0008_line_03,rm_0070,kg,1000,1.5,537.605915
production_order_2026_00008,bom_fg_0008,bom_fg_0008_line_04,rm_0087,kg,1000,2.0,627.78144
production_order_2026_00008,bom_fg_0008,bom_fg_0008_line_05,rm_0104,kg,1000,0.0,701.283
production_order_2026_00009,bom_fg_0009,bom_fg_0009_line_01,rm_0041,kg,1000,0.5,416.93832
production_order_2026_00009,bom_fg_0009,bom_fg_0009_line_02,rm_0058,kg,1000,1.0,509.69448
production_order_2026_00009,bom_fg_0009,bom_fg_0009_line_03,rm_0075,kg,1000,1.5,603.34848
production_order_2026_00009,bom_fg_0009,bom_fg_0009_line_04,rm_0092,kg,1000,2.0,697.90032
production_order_2026_00009,bom_fg_0009,bom_fg_0009_line_05,rm_0109,kg,1000,0.0,774.0
production_order_2026_00010,bom_fg_0010,bom_fg_0010_line_01,rm_0046,kg,1000,0.5,477.627255
production_order_2026_00010,bom_fg_0010,bom_fg_0010_line_02,rm_0063,piece,1000,1.0,574.69808
production_order_2026_00010,bom_fg_0010,bom_fg_0010_line_03,rm_0080,kg,1000,1.5,672.706475
production_order_2026_00010,bom_fg_0010,bom_fg_0010_line_04,rm_0097,litre,1000,2.0,771.65244
production_order_2026_00010,bom_fg_0010,bom_fg_0010_line_05,rm_0114,piece,1000,0.0,850.279
production_order_2026_00011,bom_fg_0011,bom_fg_0011_line_01,rm_0051,piece,1000,0.5,541.896
production_order_2026_00011,bom_fg_0011,bom_fg_0011_line_02,rm_0068,kg,1000,1.0,643.2993
production_order_2026_00011,bom_fg_0011,bom_fg_0011_line_03,rm_0085,kg,1000,1.5,745.6799
production_order_2026_00011,bom_fg_0011,bom_fg_0011_line_04,rm_0102,litre,1000,2.0,849.0378
production_order_2026_00011,bom_fg_0011,bom_fg_0011_line_05,rm_0119,piece,1000,0.0,930.12
production_order_2026_00012,bom_fg_0012,bom_fg_0012_line_01,rm_0056,piece,1000,0.5,609.744555
production_order_2026_00012,bom_fg_0012,bom_fg_0012_line_02,rm_0073,kg,1000,1.0,715.49814
production_order_2026_00012,bom_fg_0012,bom_fg_0012_line_03,rm_0090,kg,1000,1.5,822.268755
production_order_2026_00012,bom_fg_0012,bom_fg_0012_line_04,rm_0107,kg,1000,2.0,930.0564
production_order_2026_00012,bom_fg_0012,bom_fg_0012_line_05,rm_0124,piece,1000,0.0,1013.523
production_order_2026_00013,bom_fg_0013,bom_fg_0013_line_01,rm_0061,piece,1000,0.5,681.17292
production_order_2026_00013,bom_fg_0013,bom_fg_0013_line_02,rm_0078,kg,1000,1.0,791.2946
production_order_2026_00013,bom_fg_0013,bom_fg_0013_line_03,rm_0095,kg,1000,1.5,902.47304
production_order_2026_00013,bom_fg_0013,bom_fg_0013_line_04,rm_0112,kg,1000,2.0,1014.70824
production_order_2026_00013,bom_fg_0013,bom_fg_0013_line_05,rm_0129,litre,1000,0.0,1100.488
production_order_2026_00014,bom_fg_0014,bom_fg_0014_line_01,rm_0066,kg,1000,0.5,756.181095
production_order_2026_00014,bom_fg_0014,bom_fg_0014_line_02,rm_0083,kg,1000,1.0,870.68868
production_order_2026_00014,bom_fg_0014,bom_fg_0014_line_03,rm_0100,litre,1000,1.5,986.292755
production_order_2026_00014,bom_fg_0014,bom_fg_0014_line_04,rm_0117,piece,1000,2.0,1102.99332
production_order_2026_00014,bom_fg_0014,bom_fg_0014_line_05,rm_0134,kg,1000,0.0,1191.015
production_order_2026_00015,bom_fg_0015,bom_fg_0015_line_01,rm_0071,kg,1000,0.5,834.76908
production_order_2026_00015,bom_fg_0015,bom_fg_0015_line_02,rm_0088,kg,1000,1.0,953.68038
production_order_2026_00015,bom_fg_0015,bom_fg_0015_line_03,rm_0105,kg,1000,1.5,1073.7279
production_order_2026_00015,bom_fg_0015,bom_fg_0015_line_04,rm_0122,kg,1000,2.0,1194.91164
production_order_2026_00015,bom_fg_0015,bom_fg_0015_line_05,rm_0139,kg,1000,0.0,1285.104
production_order_2026_00016,bom_fg_0016,bom_fg_0016_line_01,rm_0076,kg,1000,0.5,916.936875
production_order_2026_00016,bom_fg_0016,bom_fg_0016_line_02,rm_0093,kg,1000,1.0,1040.2697
production_order_2026_00016,bom_fg_0016,bom_fg_0016_line_03,rm_0110,kg,1000,1.5,1164.778475
production_order_2026_00016,bom_fg_0016,bom_fg_0016_line_04,rm_0127,piece,1000,2.0,1290.4632
production_order_2026_00016,bom_fg_0016,bom_fg_0016_line_05,rm_0144,kg,1000,0.0,1382.755
production_order_2026_00017,bom_fg_0017,bom_fg_0017_line_01,rm_0081,kg,1000,0.5,1002.68448
production_order_2026_00017,bom_fg_0017,bom_fg_0017_line_02,rm_0098,litre,1000,1.0,1130.45664
production_order_2026_00017,bom_fg_0017,bom_fg_0017_line_03,rm_0115,piece,1000,1.5,1259.44448
production_order_2026_00017,bom_fg_0017,bom_fg_0017_line_04,rm_0132,kg,1000,2.0,1389.648
production_order_2026_00017,bom_fg_0017,bom_fg_0017_line_05,rm_0149,kg,1000,0.0,1483.968
production_order_2026_00018,bom_fg_0018,bom_fg_0018_line_01,rm_0086,kg,1000,0.5,1092.011895
production_order_2026_00018,bom_fg_0018,bom_fg_0018_line_02,rm_0103,kg,1000,1.0,1224.2412
production_order_2026_00018,bom_fg_0018,bom_fg_0018_line_03,rm_0120,piece,1000,1.5,1357.725915
production_order_2026_00018,bom_fg_0018,bom_fg_0018_line_04,rm_0137,kg,1000,2.0,1492.46604
production_order_2026_00018,bom_fg_0018,bom_fg_0018_line_05,rm_0154,kg,1000,0.0,1588.743
production_order_2026_00019,bom_fg_0019,bom_fg_0019_line_01,rm_0091,kg,1000,0.5,1184.91912
production_order_2026_00019,bom_fg_0019,bom_fg_0019_line_02,rm_0108,kg,1000,1.0,1321.62338
production_order_2026_00019,bom_fg_0019,bom_fg_0019_line_03,rm_0125,piece,1000,1.5,1459.62278
production_order_2026_00019,bom_fg_0019,bom_fg_0019_line_04,rm_0142,kg,1000,2.0,1598.91732
production_order_2026_00019,bom_fg_0019,bom_fg_0019_line_05,rm_0159,kg,1000,0.0,1697.08
production_order_2026_00020,bom_fg_0020,bom_fg_0020_line_01,rm_0096,kg,1000,0.5,1281.406155
production_order_2026_00020,bom_fg_0020,bom_fg_0020_line_02,rm_0113,piece,1000,1.0,1422.60318
production_order_2026_00020,bom_fg_0020,bom_fg_0020_line_03,rm_0130,kg,1000,1.5,1565.135075
production_order_2026_00020,bom_fg_0020,bom_fg_0020_line_04,rm_0147,kg,1000,2.0,1709.00184
production_order_2026_00020,bom_fg_0020,bom_fg_0020_line_05,rm_0164,litre,1000,0.0,1808.979
production_order_2026_00021,bom_fg_0021,bom_fg_0021_line_01,rm_0101,litre,1000,0.5,1381.473
production_order_2026_00021,bom_fg_0021,bom_fg_0021_line_02,rm_0118,piece,1000,1.0,1527.1806
production_order_2026_00021,bom_fg_0021,bom_fg_0021_line_03,rm_0135,kg,1000,1.5,1674.2628
production_order_2026_00021,bom_fg_0021,bom_fg_0021_line_04,rm_0152,kg,1000,2.0,1822.7196
production_order_2026_00021,bom_fg_0021,bom_fg_0021_line_05,rm_0169,kg,1000,0.0,1924.44
production_order_2026_00022,bom_fg_0022,bom_fg_0022_line_01,rm_0106,kg,1000,0.5,1485.119655
production_order_2026_00022,bom_fg_0022,bom_fg_0022_line_02,rm_0123,piece,1000,1.0,1635.35564
production_order_2026_00022,bom_fg_0022,bom_fg_0022_line_03,rm_0140,kg,1000,1.5,1787.005955
production_order_2026_00022,bom_fg_0022,bom_fg_0022_line_04,rm_0157,kg,1000,2.0,1940.0706
production_order_2026_00022,bom_fg_0022,bom_fg_0022_line_05,rm_0174,kg,1000,0.0,2043.463
production_order_2026_00023,bom_fg_0023,bom_fg_0023_line_01,rm_0111,kg,1000,0.5,1592.34612
production_order_2026_00023,bom_fg_0023,bom_fg_0023_line_02,rm_0128,piece,1000,1.0,1747.1283
production_order_2026_00023,bom_fg_0023,bom_fg_0023_line_03,rm_0145,kg,1000,1.5,1903.36454
production_order_2026_00023,bom_fg_0023,bom_fg_0023_line_04,rm_0162,litre,1000,2.0,2061.05484
production_order_2026_00023,bom_fg_0023,bom_fg_0023_line_05,rm_0179,piece,1000,0.0,2166.048
production_order_2026_00024,bom_fg_0024,bom_fg_0024_line_01,rm_0116,piece,1000,0.5,1703.152395
production_order_2026_00024,bom_fg_0024,bom_fg_0024_line_02,rm_0133,kg,1000,1.0,1862.49858
production_order_2026_00024,bom_fg_0024,bom_fg_0024_line_03,rm_0150,kg,1000,1.5,2023.338555
production_order_2026_00024,bom_fg_0024,bom_fg_0024_line_04,rm_0167,kg,1000,2.0,2185.67232
production_order_2026_00024,bom_fg_0024,bom_fg_0024_line_05,rm_0184,piece,1000,0.0,2292.195
production_order_2026_00025,bom_fg_0025,bom_fg_0025_line_01,rm_0121,piece,1000,0.5,1817.53848
production_order_2026_00025,bom_fg_0025,bom_fg_0025_line_02,rm_0138,kg,1000,1.0,1981.46648
production_order_2026_00025,bom_fg_0025,bom_fg_0025_line_03,rm_0155,kg,1000,1.5,2146.928
production_order_2026_00025,bom_fg_0025,bom_fg_0025_line_04,rm_0172,kg,1000,2.0,2313.92304
production_order_2026_00025,bom_fg_0025,bom_fg_0025_line_05,rm_0189,piece,1000,0.0,2421.904
production_order_2026_00026,bom_fg_0026,bom_fg_0026_line_01,rm_0126,piece,1000,0.5,1935.504375
production_order_2026_00026,bom_fg_0026,bom_fg_0026_line_02,rm_0143,kg,1000,1.0,2104.032
production_order_2026_00026,bom_fg_0026,bom_fg_0026_line_03,rm_0160,kg,1000,1.5,2274.132875
production_order_2026_00026,bom_fg_0026,bom_fg_0026_line_04,rm_0177,piece,1000,2.0,2445.807
production_order_2026_00026,bom_fg_0026,bom_fg_0026_line_05,rm_0194,kg,1000,0.0,2555.175
production_order_2026_00027,bom_fg_0027,bom_fg_0027_line_01,rm_0131,kg,1000,0.5,2057.05008
production_order_2026_00027,bom_fg_0027,bom_fg_0027_line_02,rm_0148,kg,1000,1.0,2230.19514
production_order_2026_00027,bom_fg_0027,bom_fg_0027_line_03,rm_0165,litre,1000,1.5,2404.95318
production_order_2026_00027,bom_fg_0027,bom_fg_0027_line_04,rm_0182,piece,1000,2.0,2581.3242
production_order_2026_00027,bom_fg_0027,bom_fg_0027_line_05,rm_0199,kg,1000,0.0,2692.008
production_order_2026_00028,bom_fg_0028,bom_fg_0028_line_01,rm_0136,litre,1000,0.5,2182.175595
production_order_2026_00028,bom_fg_0028,bom_fg_0028_line_02,rm_0153,kg,1000,1.0,2359.9559
production_order_2026_00028,bom_fg_0028,bom_fg_0028_line_03,rm_0170,kg,1000,1.5,2539.388915
production_order_2026_00028,bom_fg_0028,bom_fg_0028_line_04,rm_0187,piece,1000,2.0,2720.47464
production_order_2026_00028,bom_fg_0028,bom_fg_0028_line_05,rm_0204,kg,1000,0.0,2832.403
production_order_2026_00029,bom_fg_0029,bom_fg_0029_line_01,rm_0141,litre,1000,0.5,2310.88092
production_order_2026_00029,bom_fg_0029,bom_fg_0029_line_02,rm_0158,kg,1000,1.0,2493.31428
production_order_2026_00029,bom_fg_0029,bom_fg_0029_line_03,rm_0175,kg,1000,1.5,2677.44008
production_order_2026_00029,bom_fg_0029,bom_fg_0029_line_04,rm_0192,piece,1000,2.0,2863.25832
production_order_2026_00029,bom_fg_0029,bom_fg_0029_line_05,rm_0209,kg,1000,0.0,2976.36
production_order_2026_00030,bom_fg_0030,bom_fg_0030_line_01,rm_0146,kg,1000,0.5,2443.166055
production_order_2026_00030,bom_fg_0030,bom_fg_0030_line_02,rm_0163,litre,1000,1.0,2630.27028
production_order_2026_00030,bom_fg_0030,bom_fg_0030_line_03,rm_0180,piece,1000,1.5,2819.106675
production_order_2026_00030,bom_fg_0030,bom_fg_0030_line_04,rm_0197,kg,1000,2.0,3009.67524
production_order_2026_00030,bom_fg_0030,bom_fg_0030_line_05,rm_0214,kg,1000,0.0,3123.879
production_order_2026_00031,bom_fg_0031,bom_fg_0031_line_01,rm_0151,kg,1000,0.5,2579.031
production_order_2026_00031,bom_fg_0031,bom_fg_0031_line_02,rm_0168,kg,1000,1.0,2770.8239
production_order_2026_00031,bom_fg_0031,bom_fg_0031_line_03,rm_0185,piece,1000,1.5,2964.3887
production_order_2026_00031,bom_fg_0031,bom_fg_0031_line_04,rm_0202,kg,1000,2.0,3159.7254
production_order_2026_00031,bom_fg_0031,bom_fg_0031_line_05,rm_0219,kg,1000,0.0,3274.96
production_order_2026_00032,bom_fg_0032,bom_fg_0032_line_01,rm_0156,kg,1000,0.5,2718.475755
production_order_2026_00032,bom_fg_0032,bom_fg_0032_line_02,rm_0173,kg,1000,1.0,2914.97514
production_order_2026_00032,bom_fg_0032,bom_fg_0032_line_03,rm_0190,piece,1000,1.5,3113.286155
production_order_2026_00032,bom_fg_0032,bom_fg_0032_line_04,rm_0207,kg,1000,2.0,3313.4088
production_order_2026_00032,bom_fg_0032,bom_fg_0032_line_05,rm_0224,kg,1000,0.0,3429.603
production_order_2026_00033,bom_fg_0033,bom_fg_0033_line_01,rm_0161,litre,1000,0.5,2861.50032
production_order_2026_00033,bom_fg_0033,bom_fg_0033_line_02,rm_0178,piece,1000,1.0,3062.724
production_order_2026_00033,bom_fg_0033,bom_fg_0033_line_03,rm_0195,kg,1000,1.5,3265.79904
production_order_2026_00033,bom_fg_0033,bom_fg_0033_line_04,rm_0212,kg,1000,2.0,3470.72544
production_order_2026_00033,bom_fg_0033,bom_fg_0033_line_05,rm_0229,litre,1000,0.0,3587.808
production_order_2026_00034,bom_fg_0034,bom_fg_0034_line_01,rm_0166,litre,1000,0.5,3008.104695
production_order_2026_00034,bom_fg_0034,bom_fg_0034_line_02,rm_0183,piece,1000,1.0,3214.07048
production_order_2026_00034,bom_fg_0034,bom_fg_0034_line_03,rm_0200,litre,1000,1.5,3421.927355
production_order_2026_00034,bom_fg_0034,bom_fg_0034_line_04,rm_0217,kg,1000,2.0,3631.67532
production_order_2026_00034,bom_fg_0034,bom_fg_0034_line_05,rm_0234,kg,1000,0.0,3749.575
production_order_2026_00035,bom_fg_0035,bom_fg_0035_line_01,rm_0171,kg,1000,0.5,3158.28888
production_order_2026_00035,bom_fg_0035,bom_fg_0035_line_02,rm_0188,piece,1000,1.0,3369.01458
production_order_2026_00035,bom_fg_0035,bom_fg_0035_line_03,rm_0205,litre,1000,1.5,3581.6711
production_order_2026_00035,bom_fg_0035,bom_fg_0035_line_04,rm_0222,kg,1000,2.0,3796.25844
production_order_2026_00035,bom_fg_0035,bom_fg_0035_line_05,rm_0239,kg,1000,0.0,3914.904
production_order_2026_00036,bom_fg_0036,bom_fg_0036_line_01,rm_0176,kg,1000,0.5,3312.052875
production_order_2026_00036,bom_fg_0036,bom_fg_0036_line_02,rm_0193,litre,1000,1.0,3527.5563
production_order_2026_00036,bom_fg_0036,bom_fg_0036_line_03,rm_0210,kg,1000,1.5,3745.030275
production_order_2026_00036,bom_fg_0036,bom_fg_0036_line_04,rm_0227,litre,1000,2.0,3964.4748
production_order_2026_00036,bom_fg_0036,bom_fg_0036_line_05,rm_0244,piece,1000,0.0,4083.795
production_order_2026_00037,bom_fg_0037,bom_fg_0037_line_01,rm_0181,piece,1000,0.5,3469.39668
production_order_2026_00037,bom_fg_0037,bom_fg_0037_line_02,rm_0198,kg,1000,1.0,3689.69564
production_order_2026_00037,bom_fg_0037,bom_fg_0037_line_03,rm_0215,kg,1000,1.5,3912.00488
production_order_2026_00037,bom_fg_0037,bom_fg_0037_line_04,rm_0232,kg,1000,2.0,4136.3244
production_order_2026_00037,bom_fg_0037,bom_fg_0037_line_05,rm_0249,piece,1000,0.0,4256.248
production_order_2026_00038,bom_fg_0038,bom_fg_0038_line_01,rm_0186,kg,1000,0.5,3630.320295
production_order_2026_00038,bom_fg_0038,bom_fg_0038_line_02,rm_0203,kg,1000,1.0,3855.4326
production_order_2026_00038,bom_fg_0038,bom_fg_0038_line_03,rm_0220,kg,1000,1.5,4082.594915
production_order_2026_00038,bom_fg_0038,bom_fg_0038_line_04,rm_0237,kg,1000,2.0,4311.80724
production_order_2026_00038,bom_fg_0038,bom_fg_0038_line_05,rm_0254,piece,1000,0.0,4432.263
production_order_2026_00039,bom_fg_0039,bom_fg_0039_line_01,rm_0191,piece,1000,0.5,3794.82372
production_order_2026_00039,bom_fg_0039,bom_fg_0039_line_02,rm_0208,kg,1000,1.0,4024.76718
production_order_2026_00039,bom_fg_0039,bom_fg_0039_line_03,rm_0225,litre,1000,1.5,4256.80038
production_order_2026_00039,bom_fg_0039,bom_fg_0039_line_04,rm_0242,piece,1000,2.0,4490.92332
production_order_2026_00039,bom_fg_0039,bom_fg_0039_line_05,rm_0259,kg,1000,0.0,4611.84
production_order_2026_00040,bom_fg_0040,bom_fg_0040_line_01,rm_0196,kg,1000,0.5,3962.906955
production_order_2026_00040,bom_fg_0040,bom_fg_0040_line_02,rm_0213,kg,1000,1.0,4197.69938
production_order_2026_00040,bom_fg_0040,bom_fg_0040_line_03,rm_0230,litre,1000,1.5,4434.621275
production_order_2026_00040,bom_fg_0040,bom_fg_0040_line_04,rm_0247,piece,1000,2.0,4673.67264
production_order_2026_00040,bom_fg_0040,bom_fg_0040_line_05,rm_0264,litre,1000,0.0,4794.979
production_order_2026_00041,bom_fg_0041,bom_fg_0041_line_01,rm_0201,kg,1000,0.5,4134.57
production_order_2026_00041,bom_fg_0041,bom_fg_0041_line_02,rm_0218,kg,1000,1.0,4374.2292
production_order_2026_00041,bom_fg_0041,bom_fg_0041_line_03,rm_0235,kg,1000,1.5,4616.0576
production_order_2026_00041,bom_fg_0041,bom_fg_0041_line_04,rm_0252,piece,1000,2.0,4860.0552
production_order_2026_00041,bom_fg_0041,bom_fg_0041_line_05,rm_0269,litre,1000,0.0,4981.68
production_order_2026_00042,bom_fg_0042,bom_fg_0042_line_01,rm_0206,kg,1000,0.5,4309.812855
production_order_2026_00042,bom_fg_0042,bom_fg_0042_line_02,rm_0223,kg,1000,1.0,4554.35664
production_order_2026_00042,bom_fg_0042,bom_fg_0042_line_03,rm_0240,kg,1000,1.5,4801.109355
production_order_2026_00042,bom_fg_0042,bom_fg_0042_line_04,rm_0257,litre,1000,2.0,5050.071
production_order_2026_00042,bom_fg_0042,bom_fg_0042_line_05,rm_0274,kg,1000,0.0,5171.943
production_order_2026_00043,bom_fg_0043,bom_fg_0043_line_01,rm_0211,kg,1000,0.5,4488.63552
production_order_2026_00043,bom_fg_0043,bom_fg_0043_line_02,rm_0228,litre,1000,1.0,4738.0817
production_order_2026_00043,bom_fg_0043,bom_fg_0043_line_03,rm_0245,piece,1000,1.5,4989.77654
production_order_2026_00043,bom_fg_0043,bom_fg_0043_line_04,rm_0262,kg,1000,2.0,5243.72004
production_order_2026_00043,bom_fg_0043,bom_fg_0043_line_05,rm_0279,kg,1000,0.0,5365.768
production_order_2026_00044,bom_fg_0044,bom_fg_0044_line_01,rm_0216,kg,1000,0.5,4671.037995
production_order_2026_00044,bom_fg_0044,bom_fg_0044_line_02,rm_0233,kg,1000,1.0,4925.40438
production_order_2026_00044,bom_fg_0044,bom_fg_0044_line_03,rm_0250,kg,1000,1.5,5182.059155
production_order_2026_00044,bom_fg_0044,bom_fg_0044_line_04,rm_0267,kg,1000,2.0,5441.00232
production_order_2026_00044,bom_fg_0044,bom_fg_0044_line_05,rm_0284,kg,1000,0.0,5563.155
production_order_2026_00045,bom_fg_0045,bom_fg_0045_line_01,rm_0221,kg,1000,0.5,4857.02028
production_order_2026_00045,bom_fg_0045,bom_fg_0045_line_02,rm_0238,kg,1000,1.0,5116.32468
production_order_2026_00045,bom_fg_0045,bom_fg_0045_line_03,rm_0255,piece,1000,1.5,5377.9572
production_order_2026_00045,bom_fg_0045,bom_fg_0045_line_04,rm_0272,kg,1000,2.0,5641.91784
production_order_2026_00045,bom_fg_0045,bom_fg_0045_line_05,rm_0289,litre,1000,0.0,5764.104
production_order_2026_00046,bom_fg_0046,bom_fg_0046_line_01,rm_0226,litre,1000,0.5,5046.582375
production_order_2026_00046,bom_fg_0046,bom_fg_0046_line_02,rm_0243,piece,1000,1.0,5310.8426
production_order_2026_00046,bom_fg_0046,bom_fg_0046_line_03,rm_0260,kg,1000,1.5,5577.470675
production_order_2026_00046,bom_fg_0046,bom_fg_0046_line_04,rm_0277,kg,1000,2.0,5846.4666
production_order_2026_00046,bom_fg_0046,bom_fg_0046_line_05,rm_0294,litre,1000,0.0,253.115
production_order_2026_00047,bom_fg_0047,bom_fg_0047_line_01,rm_0231,kg,1000,0.5,5239.72428
production_order_2026_00047,bom_fg_0047,bom_fg_0047_line_02,rm_0248,piece,1000,1.0,5508.95814
production_order_2026_00047,bom_fg_0047,bom_fg_0047_line_03,rm_0265,kg,1000,1.5,5780.59958
production_order_2026_00047,bom_fg_0047,bom_fg_0047_line_04,rm_0282,kg,1000,2.0,6054.6486
production_order_2026_00047,bom_fg_0047,bom_fg_0047_line_05,rm_0299,kg,1000,0.0,365.288
production_order_2026_00048,bom_fg_0048,bom_fg_0048_line_01,rm_0236,kg,1000,0.5,5436.445995
production_order_2026_00048,bom_fg_0048,bom_fg_0048_line_02,rm_0253,piece,1000,1.0,5710.6713
production_order_2026_00048,bom_fg_0048,bom_fg_0048_line_03,rm_0270,kg,1000,1.5,5987.343915
production_order_2026_00048,bom_fg_0048,bom_fg_0048_line_04,rm_0287,kg,1000,2.0,6266.46384
production_order_2026_00048,bom_fg_0048,bom_fg_0048_line_05,rm_0304,kg,1000,0.0,481.023
production_order_2026_00049,bom_fg_0049,bom_fg_0049_line_01,rm_0241,piece,1000,0.5,5636.74752
production_order_2026_00049,bom_fg_0049,bom_fg_0049_line_02,rm_0258,kg,1000,1.0,5915.98208
production_order_2026_00049,bom_fg_0049,bom_fg_0049_line_03,rm_0275,kg,1000,1.5,6197.70368
production_order_2026_00049,bom_fg_0049,bom_fg_0049_line_04,rm_0292,litre,1000,2.0,358.64832
production_order_2026_00049,bom_fg_0049,bom_fg_0049_line_05,rm_0309,piece,1000,0.0,600.32
production_order_2026_00050,bom_fg_0050,bom_fg_0050_line_01,rm_0246,piece,1000,0.5,5840.628855
production_order_2026_00050,bom_fg_0050,bom_fg_0050_line_02,rm_0263,kg,1000,1.0,6124.89048
production_order_2026_00050,bom_fg_0050,bom_fg_0050_line_03,rm_0280,kg,1000,1.5,6411.678875
production_order_2026_00050,bom_fg_0050,bom_fg_0050_line_04,rm_0297,kg,1000,2.0,479.91204
production_order_2026_00050,bom_fg_0050,bom_fg_0050_line_05,rm_0004,kg,1000,0.0,723.179
production_order_2026_00051,bom_fg_0051,bom_fg_0051_line_01,rm_0251,piece,1000,0.5,6048.09
production_order_2026_00051,bom_fg_0051,bom_fg_0051_line_02,rm_0268,kg,1000,1.0,6337.3965
production_order_2026_00051,bom_fg_0051,bom_fg_0051_line_03,rm_0285,kg,1000,1.5,341.3445
production_order_2026_00051,bom_fg_0051,bom_fg_0051_line_04,rm_0302,kg,1000,2.0,604.809
production_order_2026_00051,bom_fg_0051,bom_fg_0051_line_05,rm_0009,kg,1000,0.0,849.6
production_order_2026_00052,bom_fg_0052,bom_fg_0052_line_01,rm_0256,piece,1000,0.5,6259.130955
production_order_2026_00052,bom_fg_0052,bom_fg_0052_line_02,rm_0273,kg,1000,1.0,6553.50014
production_order_2026_00052,bom_fg_0052,bom_fg_0052_line_03,rm_0290,litre,1000,1.5,465.212055
production_order_2026_00052,bom_fg_0052,bom_fg_0052_line_04,rm_0307,piece,1000,2.0,733.3392
