item_code,location_code,lot_code,on_hand_quantity
fg_0007,wh_raw_south_z01,lot_fg_0007_01,12198.0
fg_0007,wh_raw_south_z03,lot_fg_0007_01,18434.0
fg_0008,wh_finished_north_z08,production_lot_2026_00008,2507.0
fg_0008,wh_finished_north_z08,production_lot_2026_00208,8707.0
fg_0008,wh_packaging_z08,lot_fg_0008_02,13037.0
fg_0008,wh_packaging_z10,lot_fg_0008_02,19273.0
fg_0008,wh_raw_north_z10,lot_fg_0008_02,12033.0
fg_0008,wh_raw_south_z04,lot_fg_0008_02,18535.0
fg_0009,wh_finished_south_z09,production_lot_2026_00009,2608.0
fg_0009,wh_finished_south_z09,production_lot_2026_00209,1808.0
fg_0009,wh_packaging_z01,lot_fg_0009_01,19374.0
fg_0009,wh_raw_north_z01,lot_fg_0009_01,12134.0
fg_0009,wh_raw_south_z05,lot_fg_0009_01,18636.0
fg_0009,wh_raw_south_z07,lot_fg_0009_01,12872.0
fg_0010,wh_finished_north_z10,production_lot_2026_00010,2709.0
fg_0010,wh_finished_north_z10,production_lot_2026_00210,1909.0
fg_0010,wh_packaging_z02,lot_fg_0010_02,19475.0
fg_0010,wh_raw_north_z02,lot_fg_0010_02,12235.0
fg_0010,wh_raw_north_z04,lot_fg_0010_02,18471.0
fg_0010,wh_raw_south_z08,lot_fg_0010_02,12973.0
fg_0011,wh_finished_south_z01,lot_fg_0011_01,12070.0
fg_0011,wh_finished_south_z01,production_lot_2026_00011,2810.0
fg_0011,wh_finished_south_z01,production_lot_2026_00211,2010.0
fg_0011,wh_raw_north_z05,lot_fg_0011_01,18572.0
fg_0011,wh_raw_south_z01,lot_fg_0011_01,19310.0
fg_0011,wh_raw_south_z09,lot_fg_0011_01,13074.0
fg_0012,wh_finished_north_z02,production_lot_2026_00012,2911.0
fg_0012,wh_finished_north_z02,production_lot_2026_00212,2111.0
fg_0012,wh_finished_south_z02,lot_fg_0012_02,12171.0
fg_0012,wh_raw_north_z06,lot_fg_0012_02,18673.0
fg_0012,wh_raw_north_z08,lot_fg_0012_02,12909.0
fg_0012,wh_raw_south_z02,lot_fg_0012_02,19411.0
fg_0013,wh_finished_south_z03,lot_fg_0013_01,12272.0
fg_0013,wh_finished_south_z03,production_lot_2026_00013,3012.0
fg_0013,wh_finished_south_z03,production_lot_2026_00213,2212.0
fg_0013,wh_finished_south_z05,lot_fg_0013_01,18508.0
fg_0013,wh_raw_north_z09,lot_fg_0013_01,13010.0
fg_0013,wh_raw_south_z03,lot_fg_0013_01,19512.0
fg_0014,wh_finished_north_z02,lot_fg_0014_02,12107.0
fg_0014,wh_finished_north_z04,production_lot_2026_00014,3113.0
fg_0014,wh_finished_north_z04,production_lot_2026_00214,2313.0
fg_0014,wh_finished_south_z06,lot_fg_0014_02,18609.0
fg_0014,wh_raw_north_z02,lot_fg_0014_02,19347.0
fg_0014,wh_raw_north_z10,lot_fg_0014_02,13111.0
fg_0015,wh_finished_north_z03,lot_fg_0015_01,12208.0
fg_0015,wh_finished_south_z05,production_lot_2026_00015,3214.0
fg_0015,wh_finished_south_z05,production_lot_2026_00215,2414.0
fg_0015,wh_finished_south_z07,lot_fg_0015_01,18710.0
fg_0015,wh_finished_south_z09,lot_fg_0015_01,12946.0
fg_0015,wh_raw_north_z03,lot_fg_0015_01,19448.0
fg_0016,wh_finished_north_z04,lot_fg_0016_02,12309.0
fg_0016,wh_finished_north_z06,lot_fg_0016_02,18545.0
fg_0016,wh_finished_north_z06,production_lot_2026_00016,3315.0
fg_0016,wh_finished_north_z06,production_lot_2026_00216,2515.0
fg_0016,wh_finished_south_z10,lot_fg_0016_02,13047.0
fg_0016,wh_raw_north_z04,lot_fg_0016_02,19549.0
fg_0017,wh_cold_z03,lot_fg_0017_01,12144.0
fg_0017,wh_finished_north_z07,lot_fg_0017_01,18646.0
fg_0017,wh_finished_south_z01,lot_fg_0017_01,13148.0
fg_0017,wh_finished_south_z03,lot_fg_0017_01,19384.0
fg_0017,wh_finished_south_z07,production_lot_2026_00017,3416.0
fg_0017,wh_finished_south_z07,production_lot_2026_00217,2616.0
fg_0018,wh_cold_z04,lot_fg_0018_02,12245.0
fg_0018,wh_finished_north_z08,lot_fg_0018_02,18747.0
fg_0018,wh_finished_north_z08,production_lot_2026_00018,3517.0
fg_0018,wh_finished_north_z08,production_lot_2026_00218,2717.0
fg_0018,wh_finished_north_z10,lot_fg_0018_02,12983.0
fg_0018,wh_finished_south_z04,lot_fg_0018_02,19485.0
fg_0019,wh_cold_z05,lot_fg_0019_01,12346.0
fg_0019,wh_cold_z07,lot_fg_0019_01,18582.0
fg_0019,wh_finished_north_z01,lot_fg_0019_01,13084.0
fg_0019,wh_finished_south_z05,lot_fg_0019_01,19586.0
fg_0019,wh_finished_south_z09,production_lot_2026_00019,3618.0
fg_0019,wh_finished_south_z09,production_lot_2026_00219,2818.0
fg_0020,wh_cold_z08,lot_fg_0020_02,18683.0
fg_0020,wh_finished_north_z02,lot_fg_0020_02,13185.0
fg_0020,wh_finished_north_z04,lot_fg_0020_02,19421.0
fg_0020,wh_finished_north_z10,production_lot_2026_00020,3719.0
fg_0020,wh_finished_north_z10,production_lot_2026_00220,2919.0
fg_0020,wh_packaging_z04,lot_fg_0020_02,12181.0
fg_0021,wh_cold_z01,lot_fg_0021_01,13020.0
fg_0021,wh_cold_z09,lot_fg_0021_01,18784.0
fg_0021,wh_finished_north_z05,lot_fg_0021_01,19522.0
fg_0021,wh_finished_south_z01,production_lot_2026_00021,3820.0
fg_0021,wh_finished_south_z01,production_lot_2026_00221,3020.0
fg_0021,wh_packaging_z05,lot_fg_0021_01,12282.0
fg_0022,wh_cold_z02,lot_fg_0022_02,13121.0
fg_0022,wh_finished_north_z02,production_lot_2026_00022,3921.0
fg_0022,wh_finished_north_z02,production_lot_2026_00222,3121.0
fg_0022,wh_finished_north_z06,lot_fg_0022_02,19623.0
fg_0022,wh_packaging_z06,lot_fg_0022_02,12383.0
fg_0022,wh_packaging_z08,lot_fg_0022_02,18619.0
fg_0023,wh_cold_z03,lot_fg_0023_01,13222.0
fg_0023,wh_cold_z05,lot_fg_0023_01,19458.0
fg_0023,wh_finished_south_z03,production_lot_2026_00023,4022.0
fg_0023,wh_finished_south_z03,production_lot_2026_00223,3222.0
fg_0023,wh_packaging_z09,lot_fg_0023_01,18720.0
fg_0023,wh_raw_south_z05,lot_fg_0023_01,12218.0
fg_0024,wh_cold_z06,lot_fg_0024_02,19559.0
fg_0024,wh_finished_north_z04,production_lot_2026_00024,4123.0
fg_0024,wh_finished_north_z04,production_lot_2026_00224,3323.0
fg_0024,wh_packaging_z02,lot_fg_0024_02,13057.0
fg_0024,wh_packaging_z10,lot_fg_0024_02,18821.0
fg_0024,wh_raw_south_z06,lot_fg_0024_02,12319.0
fg_0025,wh_cold_z07,lot_fg_0025_01,19660.0
fg_0025,wh_finished_south_z05,production_lot_2026_00025,4224.0
fg_0025,wh_finished_south_z05,production_lot_2026_00225,3424.0
fg_0025,wh_packaging_z03,lot_fg_0025_01,13158.0
fg_0025,wh_raw_south_z07,lot_fg_0025_01,12420.0
fg_0025,wh_raw_south_z09,lot_fg_0025_01,18656.0
fg_0026,wh_finished_north_z06,production_lot_2026_00026,4325.0
fg_0026,wh_finished_north_z06,production_lot_2026_00226,3525.0
fg_0026,wh_packaging_z04,lot_fg_0026_02,13259.0
fg_0026,wh_packaging_z06,lot_fg_0026_02,19495.0
fg_0026,wh_raw_north_z06,lot_fg_0026_02,12255.0
fg_0026,wh_raw_south_z10,lot_fg_0026_02,18757.0
fg_0027,wh_finished_south_z07,production_lot_2026_00027,4426.0
fg_0027,wh_finished_south_z07,production_lot_2026_00227,3626.0
fg_0027,wh_packaging_z07,lot_fg_0027_01,19596.0
fg_0027,wh_raw_north_z07,lot_fg_0027_01,12356.0
fg_0027,wh_raw_south_z01,lot_fg_0027_01,18858.0
fg_0027,wh_raw_south_z03,lot_fg_0027_01,13094.0
fg_0028,wh_finished_north_z08,production_lot_2026_00028,4527.0
fg_0028,wh_finished_north_z08,production_lot_2026_00228,3727.0
fg_0028,wh_packaging_z08,lot_fg_0028_02,19697.0
fg_0028,wh_raw_north_z08,lot_fg_0028_02,12457.0
fg_0028,wh_raw_north_z10,lot_fg_0028_02,18693.0
fg_0028,wh_raw_south_z04,lot_fg_0028_02,13195.0
fg_0029,wh_finished_south_z07,lot_fg_0029_01,12292.0
fg_0029,wh_finished_south_z09,production_lot_2026_00029,4628.0
fg_0029,wh_finished_south_z09,production_lot_2026_00229,3828.0
fg_0029,wh_raw_north_z01,lot_fg_0029_01,18794.0
fg_0029,wh_raw_south_z05,lot_fg_0029_01,13296.0
fg_0029,wh_raw_south_z07,lot_fg_0029_01,19532.0
fg_0030,wh_finished_north_z10,production_lot_2026_00030,4729.0
fg_0030,wh_finished_north_z10,production_lot_2026_00230,3929.0
fg_0030,wh_finished_south_z08,lot_fg_0030_02,12393.0
fg_0030,wh_raw_north_z02,lot_fg_0030_02,18895.0
fg_0030,wh_raw_north_z04,lot_fg_0030_02,13131.0
fg_0030,wh_raw_south_z08,lot_fg_0030_02,19633.0
fg_0031,wh_finished_south_z01,lot_fg_0031_01,18730.0
fg_0031,wh_finished_south_z01,production_lot_2026_00031,4830.0
fg_0031,wh_finished_south_z01,production_lot_2026_00231,4030.0
fg_0031,wh_finished_south_z09,lot_fg_0031_01,12494.0
fg_0031,wh_raw_north_z05,lot_fg_0031_01,13232.0
fg_0031,wh_raw_south_z09,lot_fg_0031_01,19734.0
fg_0032,wh_finished_north_z02,production_lot_2026_00032,4931.0
fg_0032,wh_finished_north_z02,production_lot_2026_00232,4131.0
fg_0032,wh_finished_north_z08,lot_fg_0032_02,12329.0
fg_0032,wh_finished_south_z02,lot_fg_0032_02,18831.0
fg_0032,wh_raw_north_z06,lot_fg_0032_02,13333.0
fg_0032,wh_raw_north_z08,lot_fg_0032_02,19569.0
fg_0033,wh_finished_north_z09,lot_fg_0033_01,12430.0
fg_0033,wh_finished_south_z03,lot_fg_0033_01,18932.0
fg_0033,wh_finished_south_z03,production_lot_2026_00033,5032.0
fg_0033,wh_finished_south_z03,production_lot_2026_00233,4232.0
fg_0033,wh_finished_south_z05,lot_fg_0033_01,13168.0
fg_0033,wh_raw_north_z09,lot_fg_0033_01,19670.0
fg_0034,wh_finished_north_z02,lot_fg_0034_02,18767.0
fg_0034,wh_finished_north_z04,production_lot_2026_00034,5133.0
fg_0034,wh_finished_north_z04,production_lot_2026_00234,4333.0
fg_0034,wh_finished_north_z10,lot_fg_0034_02,12531.0
fg_0034,wh_finished_south_z06,lot_fg_0034_02,13269.0
fg_0034,wh_raw_north_z10,lot_fg_0034_02,19771.0
fg_0035,wh_cold_z09,lot_fg_0035_01,12366.0
fg_0035,wh_finished_north_z03,lot_fg_0035_01,18868.0
fg_0035,wh_finished_south_z05,production_lot_2026_00035,5234.0
fg_0035,wh_finished_south_z05,production_lot_2026_00235,4434.0
fg_0035,wh_finished_south_z07,lot_fg_0035_01,13370.0
fg_0035,wh_finished_south_z09,lot_fg_0035_01,19606.0
fg_0036,wh_cold_z10,lot_fg_0036_02,12467.0
fg_0036,wh_finished_north_z04,lot_fg_0036_02,18969.0
fg_0036,wh_finished_north_z06,lot_fg_0036_02,13205.0
fg_0036,wh_finished_north_z06,production_lot_2026_00036,5335.0
fg_0036,wh_finished_north_z06,production_lot_2026_00236,4535.0
fg_0036,wh_finished_south_z10,lot_fg_0036_02,19707.0
fg_0037,wh_cold_z01,lot_fg_0037_01,12568.0
fg_0037,wh_cold_z03,lot_fg_0037_01,18804.0
fg_0037,wh_finished_north_z07,lot_fg_0037_01,13306.0
fg_0037,wh_finished_south_z01,lot_fg_0037_01,19808.0
fg_0037,wh_finished_south_z07,production_lot_2026_00037,5436.0
fg_0037,wh_finished_south_z07,production_lot_2026_00237,4636.0
fg_0038,wh_cold_z04,lot_fg_0038_02,18905.0
fg_0038,wh_finished_north_z08,lot_fg_0038_02,13407.0
fg_0038,wh_finished_north_z08,production_lot_2026_00038,5537.0
fg_0038,wh_finished_north_z08,production_lot_2026_00238,4737.0
fg_0038,wh_finished_north_z10,lot_fg_0038_02,19643.0
fg_0038,wh_packaging_z10,lot_fg_0038_02,12403.0
fg_0039,wh_cold_z05,lot_fg_0039_01,19006.0
fg_0039,wh_cold_z07,lot_fg_0039_01,13242.0
fg_0039,wh_finished_north_z01,lot_fg_0039_01,19744.0
fg_0039,wh_finished_south_z09,production_lot_2026_00039,5638.0
fg_0039,wh_finished_south_z09,production_lot_2026_00239,4838.0
fg_0039,wh_packaging_z01,lot_fg_0039_01,12504.0
fg_0040,wh_cold_z08,lot_fg_0040_02,13343.0
fg_0040,wh_finished_north_z02,lot_fg_0040_02,19845.0
fg_0040,wh_finished_north_z10,production_lot_2026_00040,5739.0
fg_0040,wh_finished_north_z10,production_lot_2026_00240,4939.0
fg_0040,wh_packaging_z02,lot_fg_0040_02,12605.0
fg_0040,wh_packaging_z04,lot_fg_0040_02,18841.0
fg_0041,wh_cold_z01,lot_fg_0041_01,19680.0
fg_0041,wh_cold_z09,lot_fg_0041_01,13444.0
fg_0041,wh_finished_south_z01,production_lot_2026_00041,5840.0
fg_0041,wh_finished_south_z01,production_lot_2026_00241,5040.0
fg_0041,wh_packaging_z05,lot_fg_0041_01,18942.0
fg_0041,wh_raw_south_z01,lot_fg_0041_01,12440.0
fg_0042,wh_cold_z02,lot_fg_0042_02,19781.0
fg_0042,wh_finished_north_z02,production_lot_2026_00042,5941.0
fg_0042,wh_finished_north_z02,production_lot_2026_00242,5141.0
fg_0042,wh_packaging_z06,lot_fg_0042_02,19043.0
fg_0042,wh_packaging_z08,lot_fg_0042_02,13279.0
fg_0042,wh_raw_south_z02,lot_fg_0042_02,12541.0
fg_0043,wh_cold_z03,lot_fg_0043_01,19882.0
fg_0043,wh_finished_south_z03,production_lot_2026_00043,6042.0
fg_0043,wh_finished_south_z03,production_lot_2026_00243,5242.0
fg_0043,wh_packaging_z09,lot_fg_0043_01,13380.0
fg_0043,wh_raw_south_z03,lot_fg_0043_01,12642.0
fg_0043,wh_raw_south_z05,lot_fg_0043_01,18878.0
fg_0044,wh_finished_north_z04,production_lot_2026_00044,6143.0
fg_0044,wh_finished_north_z04,production_lot_2026_00244,5343.0
fg_0044,wh_packaging_z02,lot_fg_0044_02,19717.0
fg_0044,wh_packaging_z10,lot_fg_0044_02,13481.0
fg_0044,wh_raw_north_z02,lot_fg_0044_02,12477.0
fg_0044,wh_raw_south_z06,lot_fg_0044_02,18979.0
fg_0045,wh_finished_south_z05,production_lot_2026_00045,6244.0
fg_0045,wh_finished_south_z05,production_lot_2026_00245,5444.0
fg_0045,wh_packaging_z03,lot_fg_0045_01,19818.0
fg_0045,wh_raw_north_z03,lot_fg_0045_01,12578.0
fg_0045,wh_raw_south_z07,lot_fg_0045_01,19080.0
fg_0045,wh_raw_south_z09,lot_fg_0045_01,13316.0
fg_0046,wh_finished_north_z06,production_lot_2026_00046,6345.0
fg_0046,wh_finished_north_z06,production_lot_2026_00246,5545.0
fg_0046,wh_packaging_z04,lot_fg_0046_02,19919.0
fg_0046,wh_raw_north_z04,lot_fg_0046_02,12679.0
fg_0046,wh_raw_north_z06,lot_fg_0046_02,18915.0
fg_0046,wh_raw_south_z10,lot_fg_0046_02,13417.0
fg_0047,wh_finished_south_z03,lot_fg_0047_01,12514.0
fg_0047,wh_finished_south_z07,production_lot_2026_00047,6446.0
fg_0047,wh_finished_south_z07,production_lot_2026_00247,5646.0
fg_0047,wh_raw_north_z07,lot_fg_0047_01,19016.0
fg_0047,wh_raw_south_z01,lot_fg_0047_01,13518.0
fg_0047,wh_raw_south_z03,lot_fg_0047_01,19754.0
fg_0048,wh_finished_north_z08,production_lot_2026_00048,6547.0
fg_0048,wh_finished_north_z08,production_lot_2026_00248,5747.0
fg_0048,wh_finished_south_z04,lot_fg_0048_02,12615.0
fg_0048,wh_raw_north_z08,lot_fg_0048_02,19117.0
fg_0048,wh_raw_north_z10,lot_fg_0048_02,13353.0
fg_0048,wh_raw_south_z04,lot_fg_0048_02,19855.0
fg_0049,wh_finished_south_z05,lot_fg_0049_01,12716.0
fg_0049,wh_finished_south_z07,lot_fg_0049_01,18952.0
fg_0049,wh_finished_south_z09,production_lot_2026_00049,6648.0
fg_0049,wh_finished_south_z09,production_lot_2026_00249,5848.0
fg_0049,wh_raw_north_z01,lot_fg_0049_01,13454.0
fg_0049,wh_raw_south_z05,lot_fg_0049_01,19956.0
fg_0050,wh_finished_north_z04,lot_fg_0050_02,12551.0
fg_0050,wh_finished_north_z10,production_lot_2026_00050,6749.0
fg_0050,wh_finished_north_z10,production_lot_2026_00250,5949.0
fg_0050,wh_finished_south_z08,lot_fg_0050_02,19053.0
fg_0050,wh_raw_north_z02,lot_fg_0050_02,13555.0
fg_0050,wh_raw_north_z04,lot_fg_0050_02,19791.0
fg_0051,wh_finished_north_z05,lot_fg_0051_01,12652.0
fg_0051,wh_finished_south_z01,lot_fg_0051_01,13390.0
fg_0051,wh_finished_south_z01,production_lot_2026_00051,6850.0
fg_0051,wh_finished_south_z01,production_lot_2026_00251,6050.0
fg_0051,wh_finished_south_z09,lot_fg_0051_01,19154.0
fg_0051,wh_raw_north_z05,lot_fg_0051_01,19892.0
fg_0052,wh_finished_north_z02,production_lot_2026_00052,6951.0
fg_0052,wh_finished_north_z02,production_lot_2026_00252,6151.0
fg_0052,wh_finished_north_z06,lot_fg_0052_02,12753.0
fg_0052,wh_finished_north_z08,lot_fg_0052_02,18989.0
fg_0052,wh_finished_south_z02,lot_fg_0052_02,13491.0
fg_0052,wh_raw_north_z06,lot_fg_0052_02,19993.0
fg_0053,wh_cold_z05,lot_fg_0053_01,12588.0
fg_0053,wh_finished_north_z09,lot_fg_0053_01,19090.0
fg_0053,wh_finished_south_z03,lot_fg_0053_01,13592.0
fg_0053,wh_finished_south_z03,production_lot_2026_00053,7052.0
fg_0053,wh_finished_south_z03,production_lot_2026_00253,6252.0
fg_0053,wh_finished_south_z05,lot_fg_0053_01,19828.0
fg_0054,wh_cold_z06,lot_fg_0054_02,12689.0
fg_0054,wh_finished_north_z02,lot_fg_0054_02,13427.0
fg_0054,wh_finished_north_z04,production_lot_2026_00054,7153.0
fg_0054,wh_finished_north_z04,production_lot_2026_00254,6353.0
fg_0054,wh_finished_north_z10,lot_fg_0054_02,19191.0
fg_0054,wh_finished_south_z06,lot_fg_0054_02,19929.0
fg_0055,wh_cold_z07,lot_fg_0055_01,12790.0
fg_0055,wh_cold_z09,lot_fg_0055_01,19026.0
fg_0055,wh_finished_north_z03,lot_fg_0055_01,13528.0
fg_0055,wh_finished_south_z05,production_lot_2026_00055,7254.0
fg_0055,wh_finished_south_z05,production_lot_2026_00255,6454.0
fg_0055,wh_finished_south_z07,lot_fg_0055_01,8030.0
fg_0056,wh_cold_z10,lot_fg_0056_02,19127.0
fg_0056,wh_finished_north_z04,lot_fg_0056_02,13629.0
fg_0056,wh_finished_north_z06,lot_fg_0056_02,19865.0
fg_0056,wh_finished_north_z06,production_lot_2026_00056,7355.0
fg_0056,wh_finished_north_z06,production_lot_2026_00256,6555.0
fg_0056,wh_packaging_z06,lot_fg_0056_02,12625.0
fg_0057,wh_cold_z01,lot_fg_0057_01,19228.0
fg_0057,wh_cold_z03,lot_fg_0057_01,13464.0
fg_0057,wh_finished_north_z07,lot_fg_0057_01,19966.0
fg_0057,wh_finished_south_z07,production_lot_2026_00057,7456.0
fg_0057,wh_finished_south_z07,production_lot_2026_00257,6656.0
fg_0057,wh_packaging_z07,lot_fg_0057_01,12726.0
fg_0058,wh_cold_z04,lot_fg_0058_02,13565.0
fg_0058,wh_finished_north_z08,lot_fg_0058_02,8067.0
fg_0058,wh_finished_north_z08,production_lot_2026_00058,7557.0
fg_0058,wh_finished_north_z08,production_lot_2026_00258,6757.0
fg_0058,wh_packaging_z08,lot_fg_0058_02,12827.0
fg_0058,wh_packaging_z10,lot_fg_0058_02,19063.0
fg_0059,wh_cold_z05,lot_fg_0059_01,13666.0
fg_0059,wh_cold_z07,lot_fg_0059_01,19902.0
fg_0059,wh_finished_south_z09,production_lot_2026_00059,7658.0
fg_0059,wh_finished_south_z09,production_lot_2026_00259,6858.0
fg_0059,wh_packaging_z01,lot_fg_0059_01,19164.0
fg_0059,wh_raw_south_z07,lot_fg_0059_01,12662.0
fg_0060,wh_cold_z08,lot_fg_0060_02,8003.0
fg_0060,wh_finished_north_z10,production_lot_2026_00060,7759.0
fg_0060,wh_finished_north_z10,production_lot_2026_00260,6959.0
fg_0060,wh_packaging_z02,lot_fg_0060_02,19265.0
fg_0060,wh_packaging_z04,lot_fg_0060_02,13501.0
fg_0060,wh_raw_south_z08,lot_fg_0060_02,12763.0
fg_0061,wh_cold_z09,lot_fg_0061_01,8104.0
fg_0061,wh_finished_south_z01,production_lot_2026_00061,7860.0
fg_0061,wh_finished_south_z01,production_lot_2026_00261,7060.0
fg_0061,wh_packaging_z05,lot_fg_0061_01,13602.0
fg_0061,wh_raw_south_z01,lot_fg_0061_01,19100.0
fg_0061,wh_raw_south_z09,lot_fg_0061_01,12864.0
fg_0062,wh_finished_north_z02,production_lot_2026_00062,7961.0
fg_0062,wh_finished_north_z02,production_lot_2026_00262,7161.0
fg_0062,wh_packaging_z06,lot_fg_0062_02,13703.0
fg_0062,wh_packaging_z08,lot_fg_0062_02,19939.0
fg_0062,wh_raw_north_z08,lot_fg_0062_02,12699.0
fg_0062,wh_raw_south_z02,lot_fg_0062_02,19201.0
fg_0063,wh_finished_south_z03,production_lot_2026_00063,8062.0
fg_0063,wh_finished_south_z03,production_lot_2026_00263,7262.0
fg_0063,wh_packaging_z09,lot_fg_0063_01,8040.0
fg_0063,wh_raw_north_z09,lot_fg_0063_01,12800.0
fg_0063,wh_raw_south_z03,lot_fg_0063_01,19302.0
fg_0063,wh_raw_south_z05,lot_fg_0063_01,13538.0
fg_0064,wh_finished_north_z04,production_lot_2026_00064,8163.0
fg_0064,wh_finished_north_z04,production_lot_2026_00264,7363.0
fg_0064,wh_packaging_z10,lot_fg_0064_02,8141.0
fg_0064,wh_raw_north_z02,lot_fg_0064_02,19137.0
fg_0064,wh_raw_north_z10,lot_fg_0064_02,12901.0
fg_0064,wh_raw_south_z06,lot_fg_0064_02,13639.0
fg_0065,wh_finished_south_z05,production_lot_2026_00065,8264.0
fg_0065,wh_finished_south_z05,production_lot_2026_00265,7464.0
fg_0065,wh_finished_south_z09,lot_fg_0065_01,12736.0
fg_0065,wh_raw_north_z03,lot_fg_0065_01,19238.0
fg_0065,wh_raw_south_z07,lot_fg_0065_01,13740.0
fg_0065,wh_raw_south_z09,lot_fg_0065_01,19976.0
fg_0066,wh_finished_north_z06,production_lot_2026_00066,8365.0
fg_0066,wh_finished_north_z06,production_lot_2026_00266,7565.0
fg_0066,wh_finished_south_z10,lot_fg_0066_02,12837.0
fg_0066,wh_raw_north_z04,lot_fg_0066_02,19339.0
fg_0066,wh_raw_north_z06,lot_fg_0066_02,13575.0
fg_0066,wh_raw_south_z10,lot_fg_0066_02,8077.0
fg_0067,wh_finished_south_z01,lot_fg_0067_01,12938.0
fg_0067,wh_finished_south_z03,lot_fg_0067_01,19174.0
fg_0067,wh_finished_south_z07,production_lot_2026_00067,8466.0
fg_0067,wh_finished_south_z07,production_lot_2026_00267,7666.0
fg_0067,wh_raw_north_z07,lot_fg_0067_01,13676.0
fg_0067,wh_raw_south_z01,lot_fg_0067_01,8178.0
fg_0068,wh_finished_north_z08,production_lot_2026_00068,8567.0
fg_0068,wh_finished_north_z08,production_lot_2026_00268,7767.0
fg_0068,wh_finished_north_z10,lot_fg_0068_02,12773.0
fg_0068,wh_finished_south_z04,lot_fg_0068_02,19275.0
fg_0068,wh_raw_north_z08,lot_fg_0068_02,13777.0
fg_0068,wh_raw_north_z10,lot_fg_0068_02,8013.0
fg_0069,wh_finished_north_z01,lot_fg_0069_01,12874.0
fg_0069,wh_finished_south_z05,lot_fg_0069_01,19376.0
fg_0069,wh_finished_south_z07,lot_fg_0069_01,13612.0
fg_0069,wh_finished_south_z09,production_lot_2026_00069,8668.0
fg_0069,wh_finished_south_z09,production_lot_2026_00269,7868.0
fg_0069,wh_raw_north_z01,lot_fg_0069_01,8114.0
fg_0070,wh_finished_north_z02,lot_fg_0070_02,12975.0
fg_0070,wh_finished_north_z04,lot_fg_0070_02,19211.0
fg_0070,wh_finished_north_z10,production_lot_2026_00070,8769.0
fg_0070,wh_finished_north_z10,production_lot_2026_00270,7969.0
fg_0070,wh_finished_south_z08,lot_fg_0070_02,13713.0
fg_0070,wh_raw_north_z02,lot_fg_0070_02,8215.0
fg_0071,wh_cold_z01,lot_fg_0071_01,12810.0
fg_0071,wh_finished_north_z05,lot_fg_0071_01,19312.0
fg_0071,wh_finished_south_z01,production_lot_2026_00071,1870.0
fg_0071,wh_finished_south_z01,production_lot_2026_00271,8070.0
fg_0071,wh_finished_south_z09,lot_fg_0071_01,13814.0
fg_0072,wh_cold_z02,lot_fg_0072_02,12911.0
fg_0072,wh_finished_north_z02,production_lot_2026_00072,1971.0
